datafile,hystarid,is_qc,is_srfa,count_shield,mean_shield,std_shield,min_shield,25%_shield,50%_shield,75%_shield,max_shield,count_capillary,mean_capillary,std_capillary,min_capillary,25%_capillary,50%_capillary,75%_capillary,max_capillary,IAT,isotope_delta_error_mean,isotope_delta_error_std,n_iso_used,n_missing_parents,organic_count,inorganic_count,organic_ratio,c13_count,cl37_count,c13_ratio,qc_assign_rms,qc_total_assign,qc_total_CHO,qc_pc_assign,qc_pc_CHO,qc_mass_median,qc_mass_skew,qc_mass_kurt,qc_SN_median,qc_wa_OC,qc_wa_HC,qc_wa_mz,qc_wa_AIMod,qc_wa_NOSC,tic,baseline_noise,baseline_noise_std,peaks,cal_points,cal_rms,raw_error_median,raw_error_stdev,original_masscalcoef_A,original_masscalcoef_B,original_masscalcoef_C,resolving_power_peaks_removed
CRESS_Set_1_Blank_H2O_r2_8_1_32051.d,32051,False,False,832.0,85.04273986816406,1.3244916200637817,77.55799865722656,84.43499755859375,85.05999755859375,85.68499755859375,90.68599700927734,833.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-3.1198741131296024e-06,5.276343735330568e-05,24,0,1279,757,1.689564068692206,186,585,0.31794871794871793,0.10041118938705072,583,339,27.487034417727486,15.983026874115982,373.1871365225796,0.7324977648236461,0.3215022443922386,14.57892586064503,0.4213511338913506,1.582885801728811,375.85882288584224,0.09975684383373924,-0.6831023693287415,440197962.65677094,415286.2634504449,192277.539977556,2111,40.0,0.039971967075305447,0.9644513435656902,0.3217857419357951,215005950.77443844,-21.747780185561815,-11513.908532616591,109
CRESS_Set_1_003C_r1_6_1_32047.d,32047,False,False,831.0,90.43964385986328,2.046774387359619,78.80899810791016,90.06099700927734,90.68599700927734,91.31199645996094,96.93800354003906,832.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,5.948202180241844e-06,4.684396827788893e-05,117,0,2054,440,4.668181818181818,219,244,0.8975409836065574,0.08613117435467556,1630,1476,64.9402390438247,58.80478087649402,441.1224829143846,0.03818601638030271,-0.4553217672959926,15.551947182275368,0.5887523146604576,1.0349678311296653,425.96222179668047,0.3533400043101548,0.15387440312973244,443920726.61377895,410741.8690575285,190173.48537363572,2501,350.0,0.040348639141812546,1.019733808225556,0.06190948477339713,215005950.77443844,-21.747780185561815,-11513.908532616591,111
CRESS_Set_2_06B_r2_3_1_32016.d,32016,False,False,828.0,92.2621841430664,2.1619246006011963,77.55799865722656,91.93699645996094,92.56199645996094,93.18699645996094,97.56300354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-1.445419636702898e-06,3.20427207451282e-05,301,0,4473,625,7.1568,808,616,1.3116883116883118,0.08492034849236638,3061,1868,59.517791172467426,36.321213299630564,394.1146842904095,0.11937342271218707,-0.28694765936878586,15.348415578186565,0.5121078035329243,1.214009625667081,367.8278886512704,0.279465936923183,-0.13804563993890262,453171097.05328715,417953.80722026783,193512.61274298403,5136,390.0,0.031960159994186665,0.7708054848083828,0.05863834575985619,215005950.77443844,-21.747780185561815,-11513.908532616591,316
CRESS_Set_1_001B_r2_1_1_32057.d,32057,False,False,831.0,96.2864761352539,2.738863229751587,82.55899810791016,95.06300354003906,96.93800354003906,98.18800354003906,101.31400299072266,831.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-2.0676218186616683e-06,4.237431140164829e-05,177,0,2801,542,5.167896678966789,404,376,1.074468085106383,0.08908329116583123,1912,1632,56.752745621846245,48.44167408726625,435.6276460533647,-0.06302901639445792,-0.33061183105976566,15.654845332679518,0.5225776440418574,1.1857075634916183,410.1868188067377,0.28074088083232207,-0.12638365054093284,445375524.36034656,404086.3485282523,187091.97936858083,3360,388.0,0.03304207078818852,0.8470887276649304,0.05369570884054065,215005950.77443844,-21.747780185561815,-11513.908532616591,136
CRESS_Set_2_07B_r2_4_1_31991.d,31991,False,False,831.0,86.97626495361328,2.3315489292144775,73.18199920654297,86.30999755859375,87.56099700927734,88.18599700927734,91.93699645996094,832.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,2.2892336906918134e-07,3.268871351573713e-05,352,0,4670,743,6.285329744279946,961,904,1.0630530973451326,0.08865147437727142,2746,1701,50.09120758847136,31.028821597956952,411.09919276672815,0.1471343632690359,0.20785129930536517,15.756036104353813,0.4884382468826361,1.4175561264417773,377.08870997338823,0.16108179442796786,-0.39736072274122414,459858881.4185238,423371.2225358061,196020.87603407825,5457,338.0,0.05304460264211846,0.7722919920654376,0.2614555071577824,215005950.77443844,-21.747780185561815,-11513.908532616591,329
CRESS_Set_1_003B_r2_5_1_32056.d,32056,False,False,830.0,90.7264175415039,1.6714330911636353,85.05999755859375,90.06099700927734,91.31199645996094,91.93699645996094,97.56300354003906,831.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-2.9526499901066927e-07,4.071473678506435e-05,200,0,2913,600,4.855,425,410,1.0365853658536586,0.08754055768190033,1969,1657,55.37120359955006,46.59730033745782,433.0779975101904,0.00319859100366383,-0.3179707691403113,15.490697264048253,0.5174948715804637,1.1960483017213293,408.0160290735721,0.27639586137668254,-0.14244052895562007,447614563.62530756,431729.6079440469,199890.80847809374,3548,400.0,0.034187466364795874,0.8709239822216847,0.057937885619720186,215005950.77443844,-21.747780185561815,-11513.908532616591,137
CRESS_Set_2_04B_r2_1_1_32018.d,32018,False,False,832.0,89.91845703125,2.2957468032836914,76.30799865722656,89.43599700927734,90.06099700927734,91.31199645996094,94.43699645996094,833.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,4.538718916461411e-08,3.1547425848277155e-05,153,0,3443,617,5.580226904376013,528,536,0.9850746268656716,0.08430367450668856,2273,1456,55.3849902534113,35.4775828460039,379.04225704732295,0.29855316322249115,0.27864498158872486,14.645824023970336,0.509091765014589,1.2287638823814049,358.8961811129136,0.27303303083453645,-0.16009314426451426,447306602.4812402,415352.47560687666,192308.1962059839,4096,336.0,0.03277996118136697,0.7701789711191052,0.05691585356053794,215005950.77443844,-21.747780185561815,-11513.908532616591,236
CRESS_Set_2_04C_r1_21_1_31980.d,31980,False,False,828.0,89.56061553955078,1.9336344003677368,77.55799865722656,88.81099700927734,90.06099700927734,90.68599700927734,96.31300354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,2.9429312523711183e-06,3.272541593346788e-05,144,0,3043,792,3.842171717171717,446,564,0.7907801418439716,0.08635442682360667,2098,1466,53.96090534979424,37.705761316872426,394.1005512607764,0.2381213177874296,-0.04289683615062856,14.631858045842733,0.5404430649426085,1.2117683925871958,366.4852190084611,0.2768001415186819,-0.09369753670802113,448674820.795537,409825.5806224293,189749.2438281848,3868,310.0,0.031087439198188627,0.778346626737328,0.05256031182000365,215005950.77443844,-21.747780185561815,-11513.908532616591,187
CRESS_Set_1_002B_r1_3_1_32043.d,32043,False,False,830.0,89.95500946044922,2.1045751571655273,78.18299865722656,89.43599700927734,90.06099700927734,91.31199645996094,96.93800354003906,831.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,3.5316481210349932e-06,3.955346689501259e-05,194,0,2984,574,5.198606271777003,420,409,1.0268948655256724,0.08673072764867017,2033,1702,56.45653985004165,47.26464870869203,434.16716976679857,-0.044766282752694044,-0.29968565655294643,15.328021271927849,0.5207162209006102,1.1907579587010066,408.2172127944029,0.27939333672930955,-0.1329081192889657,447187563.80396754,416273.42727204046,192734.59682695474,3592,395.0,0.03472374497151598,1.0023699319802108,0.05746709008520086,215005950.77443844,-21.747780185561815,-11513.908532616591,175
CRESS_Set_2_05B_r1_2_1_31978.d,31978,False,False,830.0,95.33379364013672,1.9163719415664673,77.55799865722656,94.43699645996094,95.68800354003906,96.31300354003906,99.43900299072266,831.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,7.696797142257723e-07,3.5058872666434045e-05,165,0,3431,598,5.737458193979933,542,550,0.9854545454545455,0.08387898987846272,2253,1456,55.410723069355626,35.80914904082636,376.125243638819,0.186206934799036,-0.16258435056482856,14.62165723729596,0.5042124100714312,1.260118086528943,354.4871413694969,0.259382942575046,-0.20270928820498751,448048850.042245,427080.90937996027,197738.4610429216,4056,370.0,0.04550459334382556,0.7687214778293519,0.20614113342543836,215005950.77443844,-21.747780185561815,-11513.908532616591,221
CRESS_Set_2_05B_r2_2_1_32007.d,32007,False,False,831.0,93.32848358154297,1.6381889581680298,77.55799865722656,92.56199645996094,93.81199645996094,94.43699645996094,96.93800354003906,832.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-1.1225694584835151e-07,3.1307862195343756e-05,197,0,3834,705,5.438297872340425,619,634,0.9763406940063092,0.08463266627651259,2498,1582,54.36343852013058,34.42872687704026,381.1739758630549,0.30405969775489544,0.14128836304311632,14.87553299475217,0.502651579891753,1.2626800244096057,357.06643651053025,0.2577947285117524,-0.20665595839665238,448856148.2402072,407488.96546391794,188667.39100979402,4588,385.0,0.047960670703348376,0.7747506637538358,0.18056915252718167,215005950.77443844,-21.747780185561815,-11513.908532616591,266
CRESS_Set_1_002C_r1_4_1_32042.d,32042,False,False,827.0,96.58196258544922,1.7865848541259766,83.18499755859375,95.68800354003906,96.93800354003906,97.56300354003906,103.19000244140625,827.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-4.712959547161369e-07,4.766921486188666e-05,196,0,2857,626,4.563897763578275,385,424,0.9080188679245284,0.08822343823384317,2065,1774,58.88223552894212,50.584545195323635,442.10767976219654,-0.001055093658839912,-0.408991587790426,15.862054210165637,0.5702957963041061,1.0952883265928606,421.4533644918035,0.3227057863035506,0.061079101188974985,448922714.1870551,417212.5958221603,193169.43186566024,3494,397.0,0.03684143734474764,1.019931190222105,0.06512925691160328,215005950.77443844,-21.747780185561815,-11513.908532616591,140
CRESS_Set_1_003C_r2_6_1_32060.d,32060,False,False,827.0,91.2088394165039,1.8356975317001343,80.68399810791016,90.68599700927734,91.31199645996094,92.56199645996094,95.68800354003906,827.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,2.707879417036662e-06,4.569564270936707e-05,311,0,3294,616,5.347402597402597,507,439,1.1548974943052392,0.08843813721645188,2421,2048,61.462300076161455,51.992891596852,452.0919259943539,-0.02355768074566105,-0.43218079893524175,15.947594668755855,0.5813523761584869,1.0572470293985594,430.96425134962317,0.3393392344847591,0.12021735502319734,452245169.58646375,411230.2855386584,190399.62220439885,3922,427.0,0.037112638836626424,0.8592922906282487,0.06307293185236744,215005950.77443844,-21.747780185561815,-11513.908532616591,186
CRESS_Set_2_04C_r2_21_1_32024.d,32024,False,False,828.0,87.98432159423828,1.6909104585647583,75.05799865722656,87.56099700927734,88.18599700927734,88.81099700927734,91.93699645996094,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-3.585562168808565e-06,3.108022371012593e-05,200,0,3542,851,4.162162162162162,582,667,0.8725637181409296,0.08711262630213235,2436,1658,54.803149606299215,37.300337457817776,399.0648248069439,0.18775745781945333,-0.08624771935210607,14.62179291861563,0.5423097277318009,1.2147817801026304,369.7360513051332,0.2734214341080467,-0.08994702938067087,452677808.770009,411459.55843922467,190505.77555736102,4436,365.0,0.040756400467131,0.7822706846962048,0.08434170189609505,215005950.77443844,-21.747780185561815,-11513.908532616591,238
CRESS_Set_1_002B_r2_3_1_32055.d,32055,False,False,830.0,87.75350189208984,2.030207633972168,76.93299865722656,86.30999755859375,87.56099700927734,89.27974700927734,93.18699645996094,831.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,8.159175491631559e-07,3.673733914803585e-05,404,0,4498,736,6.111413043478261,869,651,1.3348694316436251,0.08746725029037883,2922,2238,55.26763760166447,42.33024399470399,443.0365732084581,-0.04797085442340793,-0.32592644463486,15.53583081871669,0.5170815695477609,1.1964952397699147,413.8167727603518,0.27485120611034564,-0.1395528097438513,457992242.1627726,418392.67108578264,193715.80671271737,5260,468.0,0.032524246424022046,0.9140154495949524,0.055776501273578,215005950.77443844,-21.747780185561815,-11513.908532616591,259
CRESS_Set_1_003B_r1_5_1_32045.d,32045,False,False,827.0,91.13097381591797,2.0977182388305664,78.18299865722656,90.68599700927734,91.31199645996094,92.56199645996094,96.31300354003906,828.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,1.8399139045445153e-06,4.1330178310360854e-05,422,0,4551,798,5.703007518796992,870,672,1.2946428571428572,0.09041538374757553,2993,2303,55.37465309898242,42.608695652173914,445.18724602011633,-0.018614523459462146,-0.30580088139101225,15.48477798473221,0.5160061454612914,1.200681517725683,415.53319064548015,0.2722625510862972,-0.14561251112723797,457489548.8245846,402954.07746872486,186567.7378680196,5387,491.0,0.03484320789372166,1.0356026518307193,0.058041240198269534,215005950.77443844,-21.747780185561815,-11513.908532616591,352
CRESS_Set_1_001B_r1_1_1_32039.d,32039,False,False,827.0,96.71117401123047,2.453490734100342,83.80999755859375,95.68800354003906,96.93800354003906,98.18800354003906,101.31400299072266,828.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-3.089105826526003e-07,4.441050256746626e-05,467,0,4666,723,6.453665283540802,968,665,1.455639097744361,0.09193649556986579,3066,2383,56.49530127142067,43.91007923346232,449.6292246541429,-0.04548291830015416,-0.3238710795478137,15.411746286281964,0.5200151669309843,1.195657339277607,418.6150934237056,0.27247155287776886,-0.1356731945558036,457302774.3438176,408711.2859647337,189233.3254016717,5405,494.0,0.03574225295330082,0.9918652315617417,0.06163097805229562,215005950.77443844,-21.747780185561815,-11513.908532616591,274
CRESS_Set_2_06B_r1_3_1_31955.d,31955,False,False,829.0,92.01596069335938,2.3569583892822266,80.05899810791016,91.31199645996094,92.56199645996094,93.18699645996094,98.81300354003906,830.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,2.0917077186499407e-06,3.426383738442181e-05,586,0,6832,880,7.763636363636364,1504,1003,1.4995014955134596,0.08552717469368631,4477,2550,57.50064217826869,32.751091703056765,408.0363221774161,0.12585226863801122,-0.3211836964239376,16.822012640418123,0.5106606505008167,1.216301559405159,375.94598981621454,0.277060749962442,-0.13654835412056157,466155689.4943169,397151.12289543386,183880.9699005859,7760,455.0,0.030501976411770708,0.6931852023978308,0.0549125281025529,215005950.77443844,-21.747780185561815,-11513.908532616591,581
CRESS_Set_2_07B_r1_4_1_31971.d,31971,False,False,828.0,87.61048889160156,3.7398059368133545,73.80699920654297,87.56099700927734,88.81099700927734,89.43599700927734,95.06300354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,6.606044773529e-07,3.517069730402686e-05,524,0,6517,961,6.781477627471384,1494,1308,1.1422018348623852,0.09296401699168709,3725,2117,49.26597010977384,27.99894193889697,424.1697235487089,0.12446408518308327,0.053513784121316466,16.570568013843218,0.4893822296871144,1.4181666067613252,384.5656401580726,0.16066985528772637,-0.39341692818920704,473321129.03376776,401475.82749377395,185883.30812961733,7500,404.0,0.05095893820578511,0.786225982201686,0.2616955056789993,215005950.77443844,-21.747780185561815,-11513.908532616591,535
CRESS_Set_1_Blank_HCl_r1_7_1_32037.d,32037,False,False,827.0,90.57456970214844,2.245422840118408,75.68299865722656,90.06099700927734,91.31199645996094,91.93699645996094,95.06300354003906,828.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-1.0269102873129063e-06,3.201594804896519e-05,375,0,5785,1232,4.695616883116883,1393,1722,0.8089430894308943,0.11419057540594596,2736,1207,38.47560118126846,16.973702714104906,410.14900694853475,0.34605605499820413,-0.3644424006610616,18.397457044608778,0.491038580798813,1.5849847265368768,357.38224683084667,0.08995989389840588,-0.566571221170331,479919593.1057925,421085.5222540412,194962.5968036211,6999,192.0,0.08137629924638204,0.9340066465201048,0.5846442781219116,215005950.77443844,-21.747780185561815,-11513.908532616591,454
CRESS_Set_2_04B_r1_1_1_31957.d,31957,False,False,827.0,90.3182601928711,2.3755016326904297,78.80899810791016,90.06099700927734,90.68599700927734,91.31199645996094,97.56300354003906,828.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-5.310307934982395e-07,3.139417037503115e-05,516,0,6371,951,6.699263932702419,1373,992,1.3840725806451613,0.08600407646304088,4144,2398,56.18983050847458,32.51525423728814,404.16057543320676,0.06782766887008428,-0.5016128698769085,16.259098320363705,0.5066309861599054,1.2375168171566766,373.1236619832269,0.2662263862593786,-0.16464250047199364,467977185.0590778,423602.5339581108,196127.9732226053,7346,443.0,0.030423682985872464,0.721973395046871,0.050119255181075684,215005950.77443844,-21.747780185561815,-11513.908532616591,539
CRESS_Set_1_Blank_HCl_r2_7_1_32054.d,32054,False,False,828.0,89.81520080566406,2.1898458003997803,78.18299865722656,88.18599700927734,89.43599700927734,91.31199645996094,96.93800354003906,829.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,1.7272577162586164e-06,3.947355711994214e-05,549,0,7769,1674,4.6409796893667865,1992,2423,0.8221213371853074,0.118784739635675,3704,1486,38.6961972419557,15.52444630171333,433.2139735447882,0.2479249375836803,-0.49322565712292343,18.9960278827887,0.485036493200098,1.5776984150519087,372.5386756861295,0.0944328286460377,-0.5696864145135438,508299831.8865109,425666.80000791856,197083.7284036663,9366,231.0,0.09011986467252389,0.9787166938639797,0.6392784186274002,215005950.77443844,-21.747780185561815,-11513.908532616591,761
CRESS_Set_2_08C_r2_29_1_32030.d,32030,False,False,830.0,85.01334381103516,1.5044368505477905,74.43199920654297,84.43499755859375,85.05999755859375,85.68499755859375,91.93699645996094,831.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,-3.1337332419974545e-06,3.966935434407096e-05,162,0,2044,549,3.723132969034608,265,282,0.9397163120567376,0.08802905983483006,1622,1232,61.86117467581999,46.98703279938978,427.1430995521581,-0.11238312926412283,-0.14480254657844904,14.243420965474144,0.6050112193870711,1.1309614360888853,411.82715591311404,0.2790244083823043,0.09762222786563121,442104654.3965834,416557.2918411162,192866.0261224368,2595,253.0,0.03406373807643406,0.762726776904311,0.05445345636478885,215005950.77443844,-21.747780185561815,-11513.908532616591,90
CRESS_Set_2_08B_r1_5_1_31944.d,31944,False,False,828.0,90.4334716796875,2.1666817665100098,78.80899810791016,90.06099700927734,90.68599700927734,91.31199645996094,95.68800354003906,828.0,2500.0,0.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.01,5.772432466593928e-07,3.269898789833188e-05,488,0,5863,902,6.5,1306,1187,1.1002527379949452,0.09267870078876456,3402,1996,49.765944997074314,29.198361614979518,424.62771060864293,0.11162832124330778,0.098954073843601,16.585127990686555,0.4947418497939304,1.3970115532847425,388.53086312119865,0.16892027627732395,-0.3637057652334914,469809046.38096434,408291.0544344895,189038.75820316866,6780,379.0,0.052342052229141615,0.461995265088342,0.26855200450355904,215005950.77443844,-21.747780185561815,-11513.908532616591,460
